Date,TIP
2004-09-02,52.68474578857422
2004-09-03,52.59832763671875
2004-09-07,52.455902099609375
2004-09-08,52.71017074584961
2004-09-09,52.60845184326172
2004-09-10,52.61865234375
2004-09-13,52.750858306884766
2004-09-14,52.761024475097656
2004-09-15,52.57292556762695
2004-09-16,52.72539520263672
2004-09-17,52.613590240478516
2004-09-20,52.801666259765625
2004-09-21,52.766090393066406
2004-09-22,53.066070556640625
2004-09-23,52.8779411315918
2004-09-24,52.82206344604492
2004-09-27,53.081336975097656
2004-09-28,53.20336151123047
2004-09-29,52.979644775390625
2004-09-30,52.97455978393555
2004-10-01,52.72539520263672
2004-10-04,52.59832763671875
2004-10-05,52.73556137084961
2004-10-06,52.39491271972656
2004-10-07,52.47117614746094
2004-10-08,52.90339279174805
2004-10-11,53.04064178466797
2004-10-12,53.030494689941406
2004-10-13,53.1423225402832
2004-10-14,53.2440299987793
2004-10-15,53.2440299987793
2004-10-18,53.23383712768555
2004-10-19,53.2440299987793
2004-10-20,53.47791290283203
2004-10-21,53.63552474975586
2004-10-22,53.6406364440918
2004-10-25,53.63041305541992
2004-10-26,53.599937438964844
2004-10-27,53.18300247192383
2004-10-28,53.427040100097656
2004-10-29,53.5542106628418
2004-11-01,53.364723205566406
2004-11-02,53.660125732421875
2004-11-03,53.70084762573242
2004-11-04,53.57352066040039
2004-11-05,53.32401657104492
2004-11-08,53.2578125
2004-11-09,53.186500549316406
2004-11-10,53.09996032714844
2004-11-11,53.232303619384766
2004-11-12,53.33418655395508
2004-11-15,53.53278350830078
2004-11-16,53.50731658935547
2004-11-17,53.69571304321289
2004-11-18,53.77212905883789
2004-11-19,53.62445831298828
2004-11-22,53.86381149291992
2004-11-23,53.7619743347168
2004-11-24,53.90454864501953
2004-11-26,53.69066619873047
2004-11-29,53.44623565673828
2004-11-30,53.38002395629883
2004-12-01,53.28963088989258
2004-12-02,53.16202926635742
2004-12-03,53.61130905151367
2004-12-06,53.73896408081055
2004-12-07,53.759395599365234
2004-12-08,54.12699508666992
2004-12-09,53.999366760253906
2004-12-10,53.917667388916016
2004-12-13,54.01464080810547
2004-12-14,54.121925354003906
2004-12-15,54.48953628540039
2004-12-16,54.14741516113281
2004-12-17,54.198482513427734
2004-12-20,54.321044921875
2004-12-21,54.637577056884766
2004-12-22,54.4027214050293
2004-12-23,54.48953628540039
2004-12-27,54.31589889526367
2004-12-28,54.2188720703125
2004-12-29,54.08618927001953
2004-12-30,54.229087829589844
2004-12-31,54.31895446777344
2005-01-03,54.30351638793945
2005-01-04,53.92881393432617
2005-01-05,53.867218017578125
2005-01-06,53.954490661621094
2005-01-07,53.81585693359375
2005-01-10,53.85176467895508
2005-01-11,53.903160095214844
2005-01-12,54.093055725097656
2005-01-13,54.231666564941406
2005-01-14,54.23683166503906
2005-01-18,54.23683166503906
2005-01-19,54.185462951660156
2005-01-20,54.211158752441406
2005-01-21,54.288143157958984
2005-01-24,54.380577087402344
2005-01-25,54.031455993652344
2005-01-26,54.09822082519531
2005-01-27,54.08284378051758
2005-01-28,54.29328536987305
2005-01-31,54.32411193847656
2005-02-01,54.23258972167969
2005-02-02,54.140010833740234
2005-02-03,54.047481536865234
2005-02-04,54.397098541259766
2005-02-07,54.5770378112793
2005-02-08,54.844417572021484
2005-02-09,55.14262390136719
2005-02-10,54.8238410949707
2005-02-11,54.84957504272461
2005-02-14,55.05521774291992
2005-02-15,54.76729202270508
2005-02-16,54.62334060668945
2005-02-17,54.55651092529297
2005-02-18,54.49993896484375
2005-02-22,54.34567642211914
2005-02-23,54.463966369628906
2005-02-24,54.34567642211914
2005-02-25,54.31997299194336
2005-02-28,54.03717803955078
2005-03-01,54.06291198730469
2005-03-02,54.12461853027344
2005-03-03,54.201698303222656
2005-03-04,54.422794342041016
2005-03-07,54.5770378112793
2005-03-08,54.433074951171875
2005-03-09,54.06805419921875
2005-03-10,53.960079193115234
2005-03-11,53.72867202758789
2005-03-14,53.8315315246582
2005-03-15,53.75955581665039
2005-03-16,53.960079193115234
2005-03-17,54.15032958984375
2005-03-18,54.06805419921875
2005-03-21,53.97036361694336
2005-03-22,53.61046600341797
2005-03-23,53.44593048095703
2005-03-24,53.62588882446289
2005-03-28,53.39963912963867
2005-03-29,53.5435905456543
2005-03-30,53.75955581665039
2005-03-31,54.155460357666016
2005-04-01,54.22606658935547
2005-04-04,54.28278350830078
2005-04-05,54.13846969604492
2005-04-06,54.16937255859375
2005-04-07,53.957969665527344
2005-04-08,54.00954055786133
2005-04-11,54.153907775878906
2005-04-12,54.447811126708984
2005-04-13,54.3962516784668
2005-04-14,54.49932861328125
2005-04-15,54.808692932128906
2005-04-18,54.808692932128906
2005-04-19,55.118072509765625
2005-04-20,55.21090316772461
2005-04-21,54.78805923461914
2005-04-22,55.149009704589844
2005-04-25,55.06654357910156
2005-04-26,54.886077880859375
2005-04-27,54.886077880859375
2005-04-28,55.30885314941406
2005-04-29,55.118072509765625
2005-05-02,55.148651123046875
2005-05-03,55.1279182434082
2005-05-04,54.99853515625
2005-05-05,55.05541229248047
2005-05-06,54.86392593383789
2005-05-09,54.889827728271484
2005-05-10,55.07616424560547
2005-05-11,55.13309860229492
2005-05-12,55.12277603149414
2005-05-13,55.13825225830078
2005-05-16,55.11758804321289
2005-05-17,55.23661422729492
2005-05-18,55.15378952026367
2005-05-19,55.09688186645508
2005-05-20,55.298728942871094
2005-05-23,55.36604309082031
2005-05-24,55.5368766784668
2005-05-25,55.33496856689453
2005-05-26,55.15378952026367
2005-05-27,55.293540954589844
2005-05-31,55.5368766784668
2005-06-01,56.07933807373047
2005-06-02,55.91272735595703
2005-06-03,55.73049545288086
2005-06-06,55.73049545288086
2005-06-07,55.834625244140625
2005-06-08,55.67841720581055
2005-06-09,55.63679885864258
2005-06-10,55.29841613769531
2005-06-13,55.131797790527344
2005-06-14,55.022499084472656
2005-06-15,55.03811264038086
2005-06-16,55.23594284057617
2005-06-17,55.26718521118164
2005-06-20,55.27237319946289
2005-06-21,55.3400764465332
2005-06-22,55.52226638793945
2005-06-23,55.60039138793945
2005-06-24,55.70449447631836
2005-06-27,55.86068344116211
2005-06-28,55.73575210571289
2005-06-29,55.589942932128906
2005-06-30,55.824241638183594
2005-07-01,55.455867767333984
2005-07-05,55.1467399597168
2005-07-06,55.256771087646484
2005-07-07,55.29343795776367
2005-07-08,55.036712646484375
2005-07-11,55.1467399597168
2005-07-12,55.036712646484375
2005-07-13,54.900455474853516
2005-07-14,54.54943084716797
2005-07-15,54.465599060058594
2005-07-18,54.27693176269531
2005-07-19,54.50749588012695
2005-07-20,54.664695739746094
2005-07-21,54.40795135498047
2005-07-22,54.622764587402344
2005-07-25,54.45512008666992
2005-07-26,54.50749588012695
2005-07-27,54.48654556274414
2005-07-28,54.607078552246094
2005-07-29,54.444637298583984
2005-08-01,54.361873626708984
2005-08-02,54.261661529541016
2005-08-03,54.509498596191406
2005-08-04,54.52003860473633
2005-08-05,54.21416473388672
2005-08-08,54.20363235473633
2005-08-09,54.16144943237305
2005-08-10,54.12977981567383
2005-08-11,54.40932083129883
2005-08-12,54.630794525146484
2005-08-15,54.630794525146484
2005-08-16,54.78375244140625
2005-08-17,54.66239929199219
2005-08-18,54.82589340209961
2005-08-19,54.926124572753906
2005-08-22,54.847042083740234
2005-08-23,54.99467468261719
2005-08-24,55.0843391418457
2005-08-25,55.168731689453125
2005-08-26,55.1423454284668
2005-08-29,55.23198699951172
2005-08-30,55.51677322387695
2005-08-31,55.8226318359375
2005-09-01,55.96932601928711
2005-09-02,55.990474700927734
2005-09-06,55.678123474121094
2005-09-07,55.604000091552734
2005-09-08,55.69401168823242
2005-09-09,55.842220306396484
2005-09-12,55.64103698730469
2005-09-13,55.8316650390625
2005-09-14,55.79458236694336
2005-09-15,55.68339920043945
2005-09-16,55.59340286254883
2005-09-19,55.77873229980469
2005-09-20,55.62516403198242
2005-09-21,55.93754577636719
2005-09-22,55.953453063964844
2005-09-23,55.678123474121094
2005-09-26,55.551048278808594
2005-09-27,55.662208557128906
2005-09-28,55.879302978515625
2005-09-29,55.82636260986328
2005-09-30,55.73634719848633
2005-10-03,55.36623764038086
2005-10-04,55.32374572753906
2005-10-05,55.31312942504883
2005-10-06,55.1644172668457
2005-10-07,55.25469970703125
2005-10-10,55.318424224853516
2005-10-11,55.14848709106445
2005-10-12,54.96793746948242
2005-10-13,54.941402435302734
2005-10-14,55.058197021484375
2005-10-17,55.1644172668457
2005-10-18,55.20161056518555
2005-10-19,55.206932067871094
2005-10-20,55.16975021362305
2005-10-21,55.3449592590332
2005-10-24,55.10600662231445
2005-10-25,54.81924819946289
2005-10-26,54.65462112426758
2005-10-27,54.87766647338867
2005-10-28,54.8564453125
2005-10-31,55.005126953125
2005-11-01,55.00088882446289
2005-11-02,54.89421463012695
2005-11-03,54.80886459350586
2005-11-04,54.76618957519531
2005-11-07,54.94220733642578
2005-11-08,55.04352569580078
2005-11-09,54.76087188720703
2005-11-10,54.8835334777832
2005-11-11,54.95820617675781
2005-11-14,54.579566955566406
2005-11-15,54.73955154418945
2005-11-16,55.05949783325195
2005-11-17,55.12348556518555
2005-11-18,55.02219009399414
2005-11-21,55.08082962036133
2005-11-22,55.299468994140625
2005-11-23,55.08621597290039
2005-11-25,55.272804260253906
2005-11-28,55.39012908935547
2005-11-29,55.11281967163086
2005-11-30,55.10218048095703
2005-12-01,54.97273635864258
2005-12-02,54.99424743652344
2005-12-05,54.96193313598633
2005-12-06,55.12376022338867
2005-12-07,54.91341781616211
2005-12-08,55.14532470703125
2005-12-09,54.95112228393555
2005-12-12,54.97273635864258
2005-12-13,55.07517623901367
2005-12-14,55.29640197753906
2005-12-15,55.29640197753906
2005-12-16,55.334129333496094
2005-12-19,55.37734603881836
2005-12-20,55.35032272338867
2005-12-21,55.29640197753906
2005-12-22,55.415035247802734
2005-12-23,55.64705276489258
2005-12-27,55.71179962158203
2005-12-28,55.590538024902344
2005-12-29,55.6879768371582
2005-12-30,55.67171096801758
2006-01-03,55.79084014892578
2006-01-04,55.79624557495117
2006-01-05,55.633846282958984
2006-01-06,55.60677719116211
2006-01-09,55.67171096801758
2006-01-10,55.54716110229492
2006-01-11,55.460540771484375
2006-01-12,55.677120208740234
2006-01-13,55.828731536865234
2006-01-17,55.95867156982422
2006-01-18,55.93163299560547
2006-01-19,55.88826370239258
2006-01-20,55.9912223815918
2006-01-23,55.90455627441406
2006-01-24,55.769187927246094
2006-01-25,55.417205810546875
2006-01-26,55.3630485534668
2006-01-27,55.50928497314453
2006-01-30,55.49846267700195
2006-01-31,55.6879768371582
2006-02-01,55.52010726928711
2006-02-02,55.525508880615234
2006-02-03,55.79624557495117
2006-02-06,55.834163665771484
2006-02-07,55.57424545288086
2006-02-08,55.47136306762695
2006-02-09,55.59590530395508
2006-02-10,55.368526458740234
2006-02-13,55.3414192199707
2006-02-14,55.09235382080078
2006-02-15,55.14647674560547
2006-02-16,55.31438446044922
2006-02-17,55.6175422668457
2006-02-21,55.49846267700195
2006-02-22,55.65548324584961
2006-02-23,55.525508880615234
2006-02-24,55.57968521118164
2006-02-27,55.482215881347656
2006-02-28,55.6879768371582
2006-03-01,55.57424545288086
2006-03-02,55.53636169433594
2006-03-03,55.4930305480957
2006-03-06,55.10859298706055
2006-03-07,55.10859298706055
2006-03-08,54.897457122802734
2006-03-09,54.805416107177734
2006-03-10,54.74043273925781
2006-03-13,54.76749801635742
2006-03-14,55.03286361694336
2006-03-15,54.92991256713867
2006-03-16,55.22771453857422
2006-03-17,55.168212890625
2006-03-20,55.13568115234375
2006-03-21,54.86498260498047
2006-03-22,54.94614791870117
2006-03-23,54.886600494384766
2006-03-24,55.151939392089844
2006-03-27,54.973243713378906
2006-03-28,54.707942962646484
2006-03-29,54.60505676269531
2006-03-30,54.48594665527344
2006-03-31,54.49677658081055
2006-04-03,54.42329406738281
2006-04-04,54.37977981567383
2006-04-05,54.5648193359375
2006-04-06,54.41240692138672
2006-04-07,54.19469451904297
2006-04-10,54.23281478881836
2006-04-11,54.450496673583984
2006-04-12,54.26004409790039
2006-04-13,53.922603607177734
2006-04-17,54.20560836791992
2006-04-18,54.38521957397461
2006-04-19,54.43965530395508
2006-04-20,54.25458526611328
2006-04-21,54.450496673583984
2006-04-24,54.39607238769531
2006-04-25,53.99332809448242
2006-04-26,53.933509826660156
2006-04-27,54.17298126220703
2006-04-28,54.36886215209961
2006-05-01,54.19112777709961
2006-05-02,54.311466217041016
2006-05-03,54.158294677734375
2006-05-04,53.950462341308594
2006-05-05,54.25672149658203
2006-05-08,54.25672149658203
2006-05-09,54.33882141113281
2006-05-10,54.47004318237305
2006-05-11,54.497413635253906
2006-05-12,54.311466217041016
2006-05-15,54.284095764160156
2006-05-16,54.49192810058594
2006-05-17,54.311466217041016
2006-05-18,54.645084381103516
2006-05-19,54.60133743286133
2006-05-22,54.68336486816406
2006-05-23,54.634151458740234
2006-05-24,54.61225509643555
2006-05-25,54.606788635253906
2006-05-26,54.7490234375
2006-05-30,54.606788635253906
2006-05-31,54.530235290527344
2006-06-01,54.57091522216797
2006-06-02,54.98893737792969
2006-06-05,54.851409912109375
2006-06-06,54.77440643310547
2006-06-07,54.58742904663086
2006-06-08,54.62592315673828
2006-06-09,54.84591293334961
2006-06-12,54.83494186401367
2006-06-13,54.87340545654297
2006-06-14,54.66447067260742
2006-06-15,54.5489501953125
2006-06-16,54.565406799316406
2006-06-19,54.44993591308594
2006-06-20,54.400421142578125
2006-06-21,54.42242431640625
2006-06-22,54.306941986083984
2006-06-23,54.235450744628906
2006-06-26,54.174957275390625
2006-06-27,54.262939453125
2006-06-28,54.14191818237305
2006-06-29,54.47191619873047
2006-06-30,54.76343536376953
2006-07-03,54.65060043334961
2006-07-05,54.440425872802734
2006-07-06,54.62845993041992
2006-07-07,54.788822174072266
2006-07-10,54.7944450378418
2006-07-11,54.8331184387207
2006-07-12,54.822025299072266
2006-07-13,55.03776168823242
2006-07-14,55.07646942138672
2006-07-17,55.11518478393555
2006-07-18,54.83864212036133
2006-07-19,55.18708038330078
2006-07-20,55.3585319519043
2006-07-21,55.1926383972168
2006-07-24,55.148353576660156
2006-07-25,55.25348663330078
2006-07-26,55.43598175048828
2006-07-27,55.447044372558594
2006-07-28,55.61294174194336
2006-07-31,55.590877532958984
2006-08-01,55.68653106689453
2006-08-02,55.814449310302734
2006-08-03,55.7866325378418
2006-08-04,56.164852142333984
2006-08-07,56.148170471191406
2006-08-08,56.2371711730957
2006-08-09,56.259422302246094
2006-08-10,56.164852142333984
2006-08-11,56.03135681152344
2006-08-14,55.89784622192383
2006-08-15,56.09253692626953
2006-08-16,56.198211669921875
2006-08-17,56.131473541259766
2006-08-18,56.32615661621094
2006-08-21,56.47075653076172
2006-08-22,56.55417251586914
2006-08-23,56.47075653076172
2006-08-24,56.370628356933594
2006-08-25,56.498592376708984
2006-08-28,56.32615661621094
2006-08-29,56.34282302856445
2006-08-30,56.39285659790039
2006-08-31,56.51526641845703
2006-09-01,56.49400329589844
2006-09-05,56.253501892089844
2006-09-06,56.225521087646484
2006-09-07,56.13603591918945
2006-09-08,56.10247802734375
2006-09-11,55.95698928833008
2006-09-12,56.06329345703125
2006-09-13,56.18635559082031
2006-09-14,56.19755554199219
2006-09-15,56.01851272583008
2006-09-18,55.97939682006836
2006-09-19,56.1080436706543
2006-09-20,56.02978515625
2006-09-21,56.35416793823242
2006-09-22,56.533145904541016
2006-09-25,56.68976974487305
2006-09-26,56.60027313232422
2006-09-27,56.58909225463867
2006-09-28,56.60027313232422
2006-09-29,56.57788848876953
2006-10-02,56.63743591308594
2006-10-03,56.4408073425293
2006-10-04,56.659912109375
2006-10-05,56.57003402709961
2006-10-06,56.40707015991211
2006-10-09,56.294742584228516
2006-10-10,56.069950103759766
2006-10-11,55.907012939453125
2006-10-12,55.91263198852539
2006-10-13,55.81708526611328
2006-10-16,55.86207962036133
2006-10-17,55.85642623901367
2006-10-18,55.73845672607422
2006-10-19,55.75531768798828
2006-10-20,55.74969482421875
2006-10-23,55.58673858642578
2006-10-24,55.670997619628906
2006-10-25,55.92947769165039
2006-10-26,56.2048225402832
2006-10-27,56.328407287597656
2006-10-30,56.22730255126953
2006-10-31,56.53632354736328
2006-11-01,56.73015213012695
2006-11-02,56.58320236206055
2006-11-03,56.26680374145508
2006-11-06,56.430641174316406
2006-11-07,56.634071350097656
2006-11-08,56.73579406738281
2006-11-09,56.8431396484375
2006-11-10,56.82052230834961
2006-11-13,56.690574645996094
2006-11-14,56.75840377807617
2006-11-15,56.58885192871094
2006-11-16,56.27243423461914
2006-11-17,56.385440826416016
2006-11-20,56.40240478515625
2006-11-21,56.49282455444336
2006-11-22,56.56623077392578
2006-11-24,56.701881408691406
2006-11-27,56.79230499267578
2006-11-28,56.99006271362305
2006-11-29,56.916648864746094
2006-11-30,57.142601013183594
2006-12-01,57.32339096069336
2006-12-04,57.34037780761719
2006-12-05,57.30082321166992
2006-12-06,57.10306930541992
2006-12-07,57.02392578125
2006-12-08,56.84881591796875
2006-12-11,56.97874069213867
2006-12-12,56.98440170288086
2006-12-13,56.75840377807617
2006-12-14,56.701881408691406
2006-12-15,56.41935348510742
2006-12-18,56.31767654418945
2006-12-19,56.27811050415039
2006-12-20,56.24418640136719
2006-12-21,56.36850357055664
2006-12-22,56.13680648803711
2006-12-26,56.10293960571289
2006-12-27,55.89952087402344
2006-12-28,55.79780960083008
2006-12-29,55.82608413696289
2007-01-03,56.069053649902344
2007-01-04,56.10860061645508
2007-01-05,55.95035934448242
2007-01-08,55.98994827270508
2007-01-09,55.95035934448242
2007-01-10,55.809104919433594
2007-01-11,55.622642517089844
2007-01-12,55.39662170410156
2007-01-16,55.492671966552734
2007-01-17,55.487030029296875
2007-01-18,55.52659225463867
2007-01-19,55.622642517089844
2007-01-22,55.71306610107422
2007-01-23,55.70737838745117
2007-01-24,55.78084182739258
2007-01-25,55.611331939697266
2007-01-26,55.56614685058594
2007-01-29,55.509639739990234
2007-01-30,55.667823791503906
2007-01-31,55.956031799316406
2007-02-01,55.76953125
2007-02-02,55.87125015258789
2007-02-05,55.89952087402344
2007-02-06,55.89952087402344
2007-02-07,55.99557876586914
2007-02-08,55.9390869140625
2007-02-09,55.79780960083008
2007-02-12,55.65656661987305
2007-02-13,55.66219711303711
2007-02-14,56.029483795166016
2007-02-15,56.01250457763672
2007-02-16,56.19892120361328
2007-02-20,56.20464324951172
2007-02-21,56.28376388549805
2007-02-22,56.249820709228516
2007-02-23,56.413692474365234
2007-02-26,56.651004791259766
2007-02-27,57.15388870239258
2007-02-28,57.063480377197266
2007-03-01,57.14738082885742
2007-03-02,57.26065444946289
2007-03-05,57.22100067138672
2007-03-06,57.14168930053711
2007-03-07,57.22671127319336
2007-03-08,57.17567443847656
2007-03-09,56.91507339477539
2007-03-12,56.96601486206055
2007-03-13,57.192691802978516
2007-03-14,57.198360443115234
2007-03-15,57.181331634521484
2007-03-16,57.21535873413086
2007-03-19,57.209678649902344
2007-03-20,57.22100067138672
2007-03-21,57.43629837036133
2007-03-22,57.266334533691406
2007-03-23,57.22671127319336
2007-03-26,57.4306526184082
2007-03-27,57.41367721557617
2007-03-28,57.3343391418457
2007-03-29,57.26065444946289
2007-03-30,57.249324798583984
2007-04-02,57.27149963378906
2007-04-03,57.02125549316406
2007-04-04,57.203304290771484
2007-04-05,57.1919059753418
2007-04-09,56.936031341552734
2007-04-10,57.07249069213867
2007-04-11,56.98152160644531
2007-04-12,56.98152160644531
2007-04-13,56.83930587768555
2007-04-16,57.02125549316406
2007-04-17,57.05542755126953
2007-04-18,57.24309158325195
2007-04-19,57.21467590332031
2007-04-20,57.23740768432617
2007-04-23,57.36820983886719
2007-04-24,57.46489334106445
2007-04-25,57.470577239990234
2007-04-26,57.311344146728516
2007-04-27,57.32270050048828
2007-04-30,57.6297721862793
2007-05-01,57.621795654296875
2007-05-02,57.616085052490234
2007-05-03,57.4734001159668
2007-05-04,57.50193405151367
2007-05-07,57.461944580078125
2007-05-08,57.53046798706055
2007-05-09,57.34780502319336
2007-05-10,57.4734001159668
2007-05-11,57.370670318603516
2007-05-14,57.2793083190918
2007-05-15,57.12513732910156
2007-05-16,57.068077087402344
2007-05-17,57.04522705078125
2007-05-18,56.89683151245117
2007-05-21,57.03951644897461
2007-05-22,56.8168830871582
2007-05-23,56.811161041259766
2007-05-24,56.87968063354492
2007-05-25,56.959617614746094
2007-05-29,56.78838348388672
2007-05-30,56.83976364135742
2007-05-31,56.87397003173828
2007-06-01,56.68301773071289
2007-06-04,56.832149505615234
2007-06-05,56.62568283081055
2007-06-06,56.671573638916016
2007-06-07,56.17843246459961
2007-06-08,56.28163528442383
2007-06-11,56.16121292114258
2007-06-12,55.81142044067383
2007-06-13,56.01783752441406
2007-06-14,56.05226516723633
2007-06-15,56.21857452392578
2007-06-18,56.17268753051758
2007-06-19,56.47085952758789
2007-06-20,56.258689880371094
2007-06-21,56.235748291015625
2007-06-22,56.465118408203125
2007-06-25,56.59703063964844
2007-06-26,56.4823112487793
2007-06-27,56.51101303100586
2007-06-28,56.41926956176758
2007-06-29,56.75186538696289
2007-07-02,56.92288589477539
2007-07-03,56.6924934387207
2007-07-05,56.456356048583984
2007-07-06,56.33540344238281
2007-07-09,56.51396560668945
2007-07-10,56.96323013305664
2007-07-11,56.7155647277832
2007-07-12,56.525516510009766
2007-07-13,56.61186599731445
2007-07-16,56.7846565246582
2007-07-17,56.738590240478516
2007-07-18,56.957481384277344
2007-07-19,57.02657699584961
2007-07-20,57.24546432495117
2007-07-23,57.1245231628418
2007-07-24,57.30305480957031
2007-07-25,57.475860595703125
2007-07-26,57.74653625488281
2007-07-27,57.83294677734375
2007-07-30,57.76955032348633
2007-07-31,58.05752182006836
2007-08-01,57.8175048828125
2007-08-02,57.846378326416016
2007-08-03,58.025760650634766
2007-08-06,57.643917083740234
2007-08-07,57.64969253540039
2007-08-08,57.4356803894043
2007-08-09,57.62076950073242
2007-08-10,57.493526458740234
2007-08-13,57.748050689697266
2007-08-14,57.8175048828125
2007-08-15,57.8175048828125
2007-08-16,57.944759368896484
2007-08-17,58.13565444946289
2007-08-20,58.12987518310547
2007-08-21,58.33234786987305
